xcord,ycord,zcord,plot,DBH,scientificname,commonname,year,state,carbon,sizeclass
320103.9525,4093165.526,2146.12,us3,11.7,Abies concolor,White fir,2002,Live,0.021587455,1
320096.7825,4093172.346,2148.1,us3,71.4,Abies concolor,White fir,2002,Live,1.904209938,4
320094.7925,4093167.466,2146.99,us3,31.4,Abies concolor,White fir,2002,Live,0.248501505,2
320093.8225,4093167.886,2147.32,us3,9.4,Pinus lambertiana,Sugar pine,2002,Dead,0.011360235,1
320091.7725,4093174.826,2149.19,us3,9.1,Pinus jeffreyi,Jeffrey pine,2002,Live,0.010502034,1
320090.7725,4093175.366,2149.3,us3,14.1,Calocedrus decurrens,Jeffrey pine,2002,Live,0.03150625,1
320091.5325,4093176.096,2149.45,us3,8.7,Pinus lambertiana,Sugar pine,2002,Live,0.009419035,1
320090.2825,4093177.016,2150,us3,7.9,Abies concolor,White fir,2002,Live,0.008187395,1
320089.8325,4093176.286,2149.65,us3,11.2,Abies concolor,White fir,2002,Live,0.019379114,1
320089.6425,4093176.736,2150,us3,41.8,Abies concolor,White fir,2002,Live,0.504933245,3
320089.7625,4093174.846,2149.4,us3,7.3,Abies concolor,White fir,2002,Dead,0.006213571,1
320087.4625,4093180.006,2151.45,us3,28.7,Abies concolor,White fir,2002,Live,0.19887852,2
