xcord,ycord,zcord,plot,DBH,scientificname,commonname,year,state,carbon,sizeclass
320187.1401,4092051.27,2031.11,bs2,26,Calocedrus decurrens,Jeffrey pine,2002,Live,0.12506138,2
320187.6601,4092048.81,2030.89,bs2,12.8,Calocedrus decurrens,Jeffrey pine,2002,Live,0.025343304,1
320188.5801,4092047.03,2030.63,bs2,13.3,Abies concolor,White fir,2002,Live,0.029634362,1
320188.1901,4092047.5,2030.78,bs2,18.7,Pinus jeffreyi,Jeffrey pine,2002,Live,0.060252272,1
320188.2601,4092045.9,2030.33,bs2,12.5,Calocedrus decurrens,Jeffrey pine,2002,Live,0.02402653,1
320198.4101,4092038.05,2029.2,bs2,36.3,Abies concolor,White fir,2002,Live,0.355944681,2
320197.3901,4092037.93,2029.21,bs2,45.3,Abies concolor,White fir,2002,Live,0.616305445,3
320193.9401,4092038.39,2029.18,bs2,38.8,Abies concolor,White fir,2002,Dead,0.399669677,2
320191.1201,4092035.14,2028.91,bs2,24.6,Abies concolor,White fir,2002,Dead,0.128802674,2
320192.1301,4092036.98,2029.16,bs2,7.1,Abies concolor,White fir,2002,Live,0.006292889,1
320192.9201,4092038.01,2029.22,bs2,43.8,Abies concolor,White fir,2002,Live,0.566951485,3
320190.1801,4092039.01,2029.43,bs2,6.1,Calocedrus decurrens,Jeffrey pine,2002,Live,0.004799936,1
320190.3901,4092036.8,2029.12,bs2,41.6,Abies concolor,White fir,2002,Live,0.498966207,3
320189.7701,4092035.84,2028.96,bs2,11.1,N/A,N/A,2002,Dead,0.018954434,1
320189.3701,4092036.24,2028.92,bs2,50.9,Abies concolor,White fir,2002,Live,0.822775016,3
320204.5701,4092021.24,2026.91,bs2,15.1,Pinus jeffreyi,Jeffrey pine,2002,Live,0.035851987,1
320203.5701,4092021.24,2026.9,bs2,19.1,Pinus jeffreyi,Jeffrey pine,2002,Live,0.063430341,1
320207.7801,4092009.82,2025.27,bs2,11.2,Calocedrus decurrens,Jeffrey pine,2002,Live,0.018768498,1
320208.1601,4092008.01,2025.13,bs2,7.5,Calocedrus decurrens,Jeffrey pine,2002,Live,0.007626143,1
320201.4801,4092014.93,2026.49,bs2,38.7,Abies concolor,White fir,2002,Dead,0.397115782,2
320203.6201,4092012.33,2025.88,bs2,12,Calocedrus decurrens,Jeffrey pine,2002,Live,0.021918547,1
320202.7101,4092013.25,2026.02,bs2,33.6,Abies concolor,White fir,2002,Dead,0.2939006,2
320194.2601,4092014.31,2026.23,bs2,6,Calocedrus decurrens,Jeffrey pine,2002,Live,0.004625583,1
320195.3701,4092013,2026.13,bs2,37.3,Abies concolor,White fir,2002,Dead,0.362381154,2
320189.2601,4092008.47,2025.75,bs2,23.2,Abies concolor,White fir,2002,Live,0.117419933,2
320188.7401,4092009.59,2025.88,bs2,29.4,Abies concolor,White fir,2002,Live,0.211112869,2
320186.2101,4092008.45,2025.65,bs2,12.5,Pinus jeffreyi,Jeffrey pine,2002,Live,0.022667431,1
320175.5301,4092056.27,2032.71,bs2,36.6,Abies concolor,White fir,2002,Dead,0.29562241,2
320142.2101,4092025.81,2027.58,bs2,10,Pinus lambertiana,Sugar pine,2002,Live,0.013197209,1
320129.0901,4092039.01,2028.76,bs2,48.2,Abies concolor,White fir,2002,Live,0.718786523,3
320131.2301,4092039.4,2029.07,bs2,14.9,Calocedrus decurrens,Jeffrey pine,2002,Live,0.035673557,1
320117.5701,4092041.01,2027.36,bs2,12,Calocedrus decurrens,Jeffrey pine,2002,Live,0.021918547,1
320138.7401,4092054.87,2032.71,bs2,5.7,Calocedrus decurrens,Jeffrey pine,2002,Live,0.004124002,1
320139.5401,4092055.6,2033.05,bs2,24.9,Pinus lambertiana,Sugar pine,2002,Live,0.120806928,2
320143.4601,4092055.86,2033.27,bs2,9.8,Pinus jeffreyi,Jeffrey pine,2002,Live,0.012566833,1
320131.5001,4092058,2032.3,bs2,158.2,N/A,N/A,2002,Dead,11.46027215,6
320131.4101,4092058.56,2032.07,bs2,16,Abies concolor,White fir,2002,Live,0.046807714,1
