x,y,fire,year
13,329,4.16541,2010
14,329,4.42213,2010
15,329,4.35338,2010
16,329,4.07299,2010
17,329,4.28099,2010
18,329,4.10204,2010
25,329,4.28125,2010
26,329,3.81579,2010
27,329,3.96324,2010
28,329,3.16667,2010
29,329,2.85372,2010
30,329,3.08392,2010
31,329,3.39643,2010
32,329,4.225,2010
33,329,4.12024,2010
34,329,4.24306,2010
35,329,4.3271,2010
36,329,4.1,2010
37,329,4.01316,2010
38,329,4.33333,2010
39,329,2.88889,2010
40,329,2.94,2010
41,329,2.88696,2010
42,329,3.30769,2010
43,329,1,2010
44,329,1.75926,2010
45,329,3.16071,2010
46,329,2.69363,2010
47,329,3.67883,2010
48,329,4.02174,2010
49,329,4.08791,2010
50,329,4.12,2010
57,329,1.86538,2010
58,329,2.55494,2010
59,329,3.585,2010
60,329,4.08333,2010
61,329,4.11111,2010
64,329,4,2010
65,329,4.03509,2010
66,329,4.00847,2010
67,329,3.78017,2010
68,329,3.61111,2010
69,329,3.45133,2010
70,329,3.55814,2010
71,329,4,2010
10,328,3.4537,2010
11,328,3.60246,2010
12,328,3.49877,2010
13,328,3.89493,2010
14,328,4.57407,2010
15,328,4.07576,2010
16,328,4.11905,2010
17,328,4.15306,2010
18,328,4.66667,2010
25,328,3.93243,2010
26,328,4.27857,2010
27,328,4,2010
28,328,4.02542,2010
29,328,3.38971,2010
30,328,3.17143,2010
31,328,3.27037,2010
32,328,3.6558,2010
33,328,4.03358,2010
34,328,4.11161,2010
35,328,4.44444,2010
37,328,5,2010
40,328,2.5,2010
41,328,2.6875,2010
42,328,2,2010
44,328,3.89024,2010
45,328,3.96512,2010
46,328,3.79323,2010
47,328,4,2010
48,328,4.0124,2010
49,328,4.06667,2010
50,328,4.14943,2010
51,328,4,2010
57,328,3.45312,2010
58,328,3.54545,2010
59,328,3.95789,2010
60,328,4.08434,2010
66,328,3.25,2010
67,328,3.72449,2010
68,328,3.85321,2010
69,328,3.775,2010
70,328,3.59783,2010
71,328,3.54167,2010
7,327,4.875,2010
8,327,3.78261,2010
9,327,3.78431,2010
10,327,3.08525,2010
11,327,3.18159,2010
12,327,4.41727,2010
13,327,4.56667,2010
14,327,4.41089,2010
15,327,4.48485,2010
16,327,4.14286,2010
17,327,4.66667,2010
22,327,2.5,2010
23,327,2.78947,2010
25,327,4.44444,2010
26,327,3.95565,2010
27,327,4.29348,2010
28,327,4.29213,2010
29,327,3.34336,2010
30,327,3.375,2010
31,327,2.83065,2010
32,327,2.63258,2010
33,327,4.16901,2010
34,327,3.80851,2010
35,327,3.91429,2010
42,327,4,2010
43,327,4.18182,2010
44,327,3.79134,2010
45,327,3.8855,2010
46,327,3.61429,2010
47,327,3.54615,2010
48,327,3.52632,2010
49,327,3.94628,2010
50,327,4.35156,2010
51,327,4.23276,2010
52,327,4.5,2010
54,327,1.17778,2010
55,327,1.23077,2010
57,327,1,2010
58,327,2.08209,2010
59,327,4.0087,2010
60,327,4.02941,2010
61,327,4.21212,2010
63,327,1,2010
64,327,1,2010
66,327,3.30233,2010
67,327,3.65741,2010
68,327,3.51546,2010
69,327,3.47581,2010
70,327,3.47573,2010
71,327,3.34483,2010
6,326,3.86047,2010
7,326,3.43939,2010
8,326,3.66667,2010
9,326,3.61268,2010
10,326,2.55417,2010
11,326,3.82955,2010
12,326,3.91489,2010
13,326,3.90909,2010
14,326,3.92308,2010
15,326,4,2010
16,326,4,2010
22,326,2.84211,2010
23,326,2.92424,2010
24,326,3.3785,2010
25,326,4.61765,2010
26,326,4.60902,2010
27,326,4.23571,2010
28,326,4.04282,2010
29,326,3.11597,2010
30,326,2.53147,2010
31,326,3.01852,2010
32,326,3.78632,2010
33,326,3.51111,2010
34,326,3.875,2010
35,326,4.30769,2010
40,326,4,2010
41,326,3.7191,2010
42,326,3.67416,2010
43,326,4.01172,2010
44,326,3.6056,2010
45,326,3.60213,2010
46,326,3.51217,2010
47,326,2.82469,2010
48,326,3.20426,2010
49,326,3.74797,2010
50,326,4.45082,2010
51,326,3.84762,2010
52,326,3.63298,2010
53,326,1.6,2010
54,326,1.50549,2010
55,326,1.85185,2010
58,326,3.77273,2010
59,326,4.06818,2010
60,326,3.95283,2010
61,326,4,2010
62,326,4,2010
63,326,1,2010
66,326,3.3125,2010
67,326,3.55738,2010
68,326,3.4,2010
69,326,3.36207,2010
70,326,3.39344,2010
71,326,3.34375,2010
2,325,3,2010
3,325,3.23595,2010
4,325,3,2010
5,325,3.93878,2010
6,325,3.78058,2010
7,325,3.75758,2010
8,325,4.11481,2010
9,325,4.304,2010
10,325,4.06504,2010
11,325,4.36879,2010
12,325,4.17073,2010
14,325,4.02941,2010
15,325,4.17188,2010
16,325,4.13978,2010
17,325,3.8,2010
22,325,2.98077,2010
23,325,3.04651,2010
24,325,3.41221,2010
25,325,4.52672,2010
26,325,4.0188,2010
27,325,3.77574,2010
28,325,3.45489,2010
29,325,3.23148,2010
30,325,2.3314,2010
31,325,3.38125,2010
32,325,3.66667,2010
33,325,3.75573,2010
34,325,4.13333,2010
35,325,1,2010
40,325,3.84211,2010
41,325,3.99123,2010
42,325,3.79439,2010
43,325,3.37023,2010
44,325,2.55177,2010
45,325,2.90502,2010
46,325,3.62753,2010
47,325,3.25403,2010
48,325,3.49612,2010
49,325,3.26577,2010
50,325,4.5,2010
51,325,3.38,2010
52,325,3.11574,2010
53,325,3.88095,2010
54,325,2.67568,2010
55,325,1.27273,2010
59,325,4.25,2010
60,325,3.92537,2010
61,325,4.08333,2010
62,325,4,2010
64,325,3.275,2010
65,325,3.3,2010
66,325,3,2010
67,325,3.65455,2010
68,325,3.37778,2010
69,325,3.39655,2010
70,325,3.24427,2010
71,325,3.39175,2010
72,325,3.33333,2010
2,324,2,2010
3,324,2.848,2010
4,324,2.75676,2010
5,324,3.44118,2010
6,324,2.75417,2010
7,324,2.80303,2010
8,324,4.14662,2010
9,324,3.26106,2010
10,324,3.19027,2010
11,324,3.69375,2010
12,324,1.2449,2010
13,324,1.2027,2010
14,324,3.75,2010
15,324,3.95413,2010
16,324,3.8626,2010
17,324,3.73469,2010
22,324,2.90909,2010
23,324,3.21875,2010
24,324,3.08537,2010
25,324,3.69048,2010
26,324,3.07051,2010
27,324,3.05357,2010
28,324,3.31298,2010
29,324,2.8985,2010
30,324,2.86066,2010
31,324,2.32178,2010
32,324,1.68182,2010
33,324,3.28571,2010
34,324,1,2010
35,324,1,2010
36,324,1,2010
40,324,3.43939,2010
41,324,3.725,2010
42,324,3.80165,2010
43,324,3.16406,2010
44,324,3.21957,2010
45,324,3.66391,2010
46,324,3.45614,2010
47,324,2.51102,2010
48,324,2.59399,2010
49,324,2.57798,2010
50,324,2.42,2010
51,324,3.15,2010
52,324,3.38492,2010
53,324,3.9187,2010
54,324,4.18447,2010
55,324,4.46667,2010
64,324,1.87302,2010
65,324,1.13462,2010
