x,y,fire,year
17,327,1.12821,2010
18,327,1.2,2010
19,327,1.38462,2010
20,327,2.2,2010
27,327,2.16854,2010
28,327,2.09023,2010
29,327,1.92308,2010
30,327,4.36364,2010
31,327,3.65,2010
32,327,3.75,2010
39,327,2.25758,2010
40,327,2.16957,2010
41,327,1.84615,2010
42,327,3.5,2010
43,327,3.78244,2010
44,327,3.24621,2010
45,327,3.24809,2010
46,327,2.60976,2010
47,327,2.7561,2010
48,327,1,2010
53,327,2.2,2010
54,327,1.6,2010
55,327,3.08824,2010
56,327,2.44811,2010
57,327,2.2191,2010
58,327,2.77692,2010
59,327,2.2621,2010
60,327,2.19444,2010
66,327,4,2010
67,327,3.80392,2010
68,327,4.24742,2010
69,327,4.384,2010
70,327,4.13889,2010
71,327,4.35714,2010
4,326,1.04762,2010
5,326,1.84615,2010
6,326,1.65217,2010
7,326,1,2010
9,326,1.58333,2010
10,326,1.91358,2010
11,326,2,2010
15,326,1.85714,2010
16,326,1,2010
17,326,1.0303,2010
25,326,1,2010
26,326,1.38889,2010
27,326,2.09069,2010
28,326,2.00463,2010
29,326,1.52703,2010
30,326,1.15,2010
31,326,1.04444,2010
34,326,2.24561,2010
35,326,1.92308,2010
37,326,3.06897,2010
38,326,3.5619,2010
39,326,3.45833,2010
